movieID,role,kind,title,year,aspect_ratio,genres,runtimes,rating,votes,color_info,plot_outline,language_codes,country_codes
0090163,actress,tv movie,Threads,1984,1.33 : 1,"[u'Drama', u'Sci-Fi', u'War']","[u'112', u'Brazil:110']",8.1,8040,[],"Documentary-style account of a nuclear holocaust and its effect on the working class city of Sheffield, England, and the eventual long-term effects of nuclear war on civilization.",[u'en'],"[u'gb', u'au', u'us']"
